image_id,fold
d0461ccb7f1b70ee7dc3188422e246d9,4
ce6a38ef5d41129056e35b787bbba46e,3
435f5526bfee811bcd4bbf54ad40b600,3
085185a62d672e6ce606260f602ac8ab,2
51cae066e83f4428d6d3c60d7543a105,1
bedb1f9a2d4d520cda873892fab58ad8,2
36154423239f4a9e6849cf57ea8a4489,0
ec357f56de67acf8abceb244a2cdf49b,2
2e703d55529a045980adc4fde731b100,4
87aa1a48a88f66a9619e32b545b3d2bd,1
0eebae52fb7dd8f6423aec7f5e3d4f3a,2
45e754f2ea20f3fc8df0d9f7d358ac90,4
f4e3f983033f63b73c0c27dc3b495aab,0
5f8b30f872042fe9cc2b0b312094f156,1
c7bb258907e3d1c4cb536166645f7d52,1
00d7ec94436e3a1416a3b302914957d3,3
00ee879798782aca1248baa9132d7307,0
ab020c67bf4d2802b947ebf958d7b0e0,2
7fff6b6143de8f92c066b3fc8296ffbe,2
e9c567814f3d582607f9eff2a3b7668c,4
0d88608b8268cef169385e0d7dd43903,1
63b475ef802ec75075a927c0980ca3d1,3
d887469d2d1a490b480e32c145c68469,3
a58058bcddd545690af8cbb09f71783a,0
96415990a25ee1d758a8bc7ae97d593f,4
d59534f97e8598b8673e7793c08b1694,0
76b31e161abf5aa20c824461927dded0,3
28e51d6764c6d71b78406be1fb53b76b,0
2de26a8634efd177cb8b6085adcbd33b,0
f480b897adfe65f572f79d9f8d45ac9e,3
bd873805550eccb5ed8acebf217df837,4
52e91bbb11b859111ab98684c53451a8,4
f3e61a3dec438a366b62df1db47a4cd3,1
24b0f50862340357466f38fd42940a45,3
0227774a4bea07846d24ddb033767d1a,0
9676a10811c1fb71f39ce325e330cd06,0
ae73856854dae06ef0423afdc995e9c8,0
4f690871ae38d75644925db80178e0aa,0
40d72d6f5f5d4f243e448d8ff1838f2e,1
992494d03126bd7ffb678ab8f685a854,3
89c153314fbb6cb1b8140d1e5cd5683f,3
f919ae65f2a3963ffab277696ddad291,3
a1674a5a1b9830d61c54d09db0ccf308,3
035a5208729ef164213954598b8df75d,2
4edba0c8cc0e39bac58aba99442b60a8,2
c24b60c2684c21b33a3b88942ddb91f4,3
dd5503638e23ae79eb3b091ca2b8d4e9,0
a2eb130a296ca0ff83e1b530108dac25,0
049813f2cb407d0db60d6e671af6415b,3
140543a4d39b1a3ed0fce740ba2feb3d,1
9888f3ac3710823171421e5a5164b8de,1
cbe148ca500ebddf00d28e37cde97dbf,4
6767bd3b8e80792e45bd2ca635dc1d8d,2
5d5ba6a776e985a917f0028258d6593a,1
d4fb7f6c56896aae15919a010984a8bd,1
d619aea287290e9eefa449d1e54ed333,1
08134913a9aa1d541f719e9f356f9378,1
192863a82b5a954ba0fa56b910574e1a,0
acc79fc48cdb1a2c730a0b2c15b0355d,2
cf14096dd1f7d3e89c3ff718f29fb985,2
7aecfafc3f7197a290d62660924583a8,4
ed572cbfb5afc2e989918b03c70734af,4
f06771072117359ea7dd8012054a3e5b,3
08b04f43997889865568c2c0d7bba8ab,4
c767fb0d83832198876f1ebbc908707d,4
bd650136debd7ab365c3222253637f9a,0
4fcadcef9e166eca9ec5652633434ed4,4
3a84282b7ee9d38fb202f4ffd2144c91,3
bec17c112d594862438fd3ae9d7c9188,0
eb88414bf869f5f93e3990b0d08c3bf3,2
a08c211e99f5213d2c8e93e39b02cd8f,3
106bc932dfebc6ffb887fe799f01caab,4
60b7d512af5868f8f22923b4d70a4f3e,4
d0b1d2710ec6d4e95e559601570dcb71,3
1f73af67719cfb51ccbe7673118cacf4,0
9cc0b83fe973227ce03e633f5c6e5d8b,0
f82b48c5ef63a291660357ded12a7ab1,0
f44c40cf19eefcd917a4c9fc992adb22,3
b02d2e1a8b84a4e0786a8fbd2775d767,2
9211e2a55ae8c8499c0a3bfd6fe63fa4,1
f85334e801a490f557571e1ee2ec7a5a,2
9cd46c6f68b4c67c06e48fabf85a6a45,4
7453f914420e9b89a68dae903210b8b8,3
db315d2478032abc3fa8faae6361497a,0
a51ee6c01cc8f18d48a70116f0ffe700,3
4fdb930e10a03f26ab85cabf770b5ec6,3
555d77d0fe4570a4697b91b9608d325e,2
50dca6da456cc4a4970e94207fb9e8d4,0
1d2f6f79ee18460e6b18e3710c87e8a2,2
cbf4271aff5c3365e6d9c7de7e49468e,2
880c1f78ee7e01cee8776b5ec789bd80,0
bade12795492d77cea24cac88d383e39,0
7fe78b22d81b42d3bc08fca264448aa0,2
ebbdc2a69a66aa07cc0b56dee6b04e8d,3
010670e9572e67e5a7e00fb791a343ef,1
58d439e1cf180a952bd059b6be710665,1
d1904b78395bd1b84534387a26f1950e,3
f815e7ebafbbfa2578e3abadc8a5d15b,0
337be23a5a57efd390460172053fe5b7,0
45f1e53bd73fd85469bf5cfa5b197742,3
cdb645176929461ef9742fc6c19d9dcd,3
cb9467b3ebfe0885daa1f6f2ce03196f,2
1a1dd1f3590e710d0613a768a5c928c7,2
095647135b81501cbb9ba7fa58528e3c,1
d38023a1ae94edce5f0ef2d2043bd17e,0
0d369ec1d013037dfa409901c96808b5,0
0896c0e0ee1979a0075927acb663f2a4,1
4d929aa6fe44ea0737891aff4f927818,2
8dfe44375f062a6de5aac69741ae7dbe,3
ccf9d24a414565e908da2e72beb306de,0
13f815f5a33a985e3c9a9f2b2e347e5b,0
0a0f8e20b1222b69416301444b117678,4
0bce55d17bcc628e62c843a2420e723d,2
79b3f2787261e5c96b3c9bf9a33c7537,1
9b6513bd810e25a7b7f3bd91b4d16803,4
4ca150db7ce751d5a095fd41ba227c25,3
1f6a82e2a74957e7ad3d960ee0d0d6a5,4
9647d18e0b7bdf8eb59982acc6fd3727,3
539afe8ddc8d58e7a0c07463298fb019,1
a10eb69fb260132fde150bd76bd7b15c,3
e6c2b43503bee624d35122991a011007,4
267ba1e851e2ef1c9e6714ad50d09bb7,3
5d00686aeee37bfef71ad623ab4abaa5,1
cbb06f8997eccd33dc7fc6562f2e06fb,3
762a82c19ca0324ee1fba2b8fad35534,0
831a2fad5c59622be5379646085367b2,2
dd11c9143fb6c56396e0693465d2430e,0
b8375d0d9e6a0c25de0da5c917e11ad1,1
a7cfc2043ca954c4295c895a39c16d58,1
13707d91437e3023c635b4a1c5c25185,4
c32fba73ac1af46b2ccfd549172f1227,3
98a3c3ff00d219ad6bdbf763af34f03e,4
26fbfd016190823c434c95a81f156ae4,4
9bd1adceec12ca2802bfe40bb2240e40,2
7f2957d2c7e3d8aaa8a74f8191b22a33,0
4caa862898249617f3100a0b9cf3d5a7,1
8679a305ae1cb7b2ed35c30529650e47,1
465c28b0dd4df27225df502c010675c6,2
142aba6117eac17884a4bb4c99f7b78a,3
413e0e565b4dfd147f7acbf47c3d47ce,0
ae2e55ae29c56bb4e122410aba1603e8,4
38578e1a762a89a984852be20d3e0386,0
aed7330d040f019f279d673133cbfe53,2
7545bb72e9432d63018ce7cc1c0ad80b,1
d06caef003246b913feba14f74dc9e1a,0
1da8a722a706485d9299b750b3be0a38,3
c5da6dbc1ed61b7ab06cd92b1dfbdaac,1
4989c79e165ce9eaae95f44820c11b6a,3
aae4be2e608ea6085e8f8b0f6f363d85,2
4d65e71e1e9562f67cebf7cfb462c5ae,3
0876078db4e90065f7c16c892f74f404,4
d1638380152648f1466e4aca9f260d15,3
257d6a1beca738d4411347c728f5bf7b,3
2a5c483208aa31a6867e091f6f14bbc5,4
feca5568f51e661e151ea21dd3286909,3
0cda721ed6ea6bc2826914ddac3cc338,3
93e2ce38e743146a128afb9ff3a61383,0
d437a7e3fa8a822dc781e7e9c5cbf06f,1
76646d841dfa7b647f6034e73417c1ee,4
f07384ef90c301fac9bf8fdc24cb88e8,1
5166d94b7a25c6b05b399b16c65a2b6a,2
eb224c3e74b14b1b93a377f358469610,2
0c9045b2cc21942d866067874807cad8,0
3c685ed0f92e30f6ffeb5cea7cef5994,0
27fd3bb44c76fb86e26ca77b4e92f7a0,1
6867352b510c7caa78883387fe000b87,3
ce89deff2021f7b676fe203abb4c3235,2
12625a6ae522d7d2168049db06b4a86d,3
97110ca07f2d550b6c2c7578e30e0925,1
1990f9eb40f798dcb50f7fad287c0e28,3
e0d6698a658131c2240e15cf4f40efa1,1
d8b611006a6b9a4dfd31032107923951,1
f080aadb91c111b6e2e91ed6d7d12e5c,2
02f72cb5511e180ee7d2d1bf793233bc,2
503da0f7a933c01e206780c0c7b21259,2
d4f15bf1d630b5c3eaf6c4928ea99715,3
3179817b3335bbbb5af4adafb46ed8dc,1
38b6e5e601860ae149c0d53d8cab4cfd,0
2ac36a2e35654c0be9e818f9f9407807,0
f69847acf7a94039fa4d1fd3bd32ebac,4
a1b7055a495ac4a160336b66acc62b4b,4
ff228af5af1389e09e293692ea479d98,3
2146b81f11fac3a65d644c9ca3c23ebc,4
530f322b76df13d90d37b08b7c592e39,2
be21fab0928a4da30fc59cd46063632e,3
a98cfeac460a9fd9aa615e3c9ccb2c82,0
5364f9188bfd02fda039522d20a07eac,3
d4a0456a1c023a8d75170ce98199ac0f,0
44299aba6cb876f916033c3fbba60ea2,2
7586acca9d42458aebf5dec54a544792,0
f0921067172c8fe3062cfb2b77a9a549,2
0e46418f938971abebfda741d6840e9b,1
5fdd8f1da666889035c36621b62bf68f,3
603ae4e9d3655f21702d565d880f626c,3
435661930d09e42e5217033238c404c0,1
c2e76da97811429e9127de90ec307700,3
3756141b86ca5f2afcacf5113d4e8f83,3
26ca4dbc8c6f341f304cd49e4fa0a215,3
4d16a16f6528437aac495b6428d9bf61,2
2de19392851565602fb1929dfa3f89ff,0
b9c3f5c0056eca98e23088ee0d8c526a,0
00c46b336b5b06423fcdec1b4d5bee06,1
cafac2ca8ceb7ff02a90fc2a2094def5,0
c7c731beb8fb7d0e62d01b297b4daa78,0
a886fbc23aece507ae9663d9877fe7a1,0
fd05529859cf5ee53ab967a009dc7c06,2
af9a7c64f3218dcb1ed01cc10d3f7e50,1
8605810b8ba16fa6e2854dedad10d573,0
b800f38e7f2bb9751e332a03e92d2a1f,0
cd5000b5145431a1c0883b7753df9c55,1
c4fb78f4b25153789d8c8b22b938d322,0
acfed41a5a0a64fa710d51bf6bdf5bd9,1
435734d7f2f72864a59c326150f06909,3
601b0ee3f58bd12e3f3f1ff3a91d2ac1,1
1c493cc3f6240272c5ec8fd043b2fed1,1
a4a074975f0b90dc193b712d36a38e0c,4
6c1ff5288e07d67d22055a334df30094,2
cb7cf64e17227693849d113793880d11,1
793a0289643d24429d30f07b32b4204c,3
877b69359277cf787d93cd17f4d2775a,3
9cacb539b16561b6987029301b5f4bff,1
89d6d529bd9f478c421a03df16c7f462,1
dec45a32f96c496a9141d49617286870,3
586eb142ad433841c18b748e580ab771,1
5b8542dc1477f67d3d1c5984b83c14b7,3
5752b761672c420fc1df9cbaf860bcd6,2
3a76c877851189ebc84fc86afe311276,4
f671b51a5aae50ac44610a380de4fdb7,0
fa076b1f64d37f778abe57e454a83b75,4
2ca7ad8da2140efde3184d5fb4d3d5d2,4
d536c08dee5e770c64145b41e9c387b3,0
b1d93623521ae08ba520855009692683,0
11987580ef3e38921af9931918c88a26,3
ae63763dc4f4fad673ec942dfe1c0ea9,3
ecbfe1443366caf1e5c4e0d9985d5c85,2
0c86c8cc04ce1ef02e6f280a932a2624,4
7eaf35bac398cda4ffe48178e07d384e,4
d003f5002399be95a85780d36462def4,4
4fd91f9bac6085447210f42265dbcbdd,0
bddf66c4edd97a2ca159d611ad3039ed,1
ac34101f332f6259e55a82c11d8bc304,0
35e9d8f8ce16d61751bbe6d24fee0da3,1
9b1f3966737b74ae375dd220e56806d1,4
bfaca5eeb8747937eef3f91f3a2da1f9,1
dbca8bffde4985ea10415730e96c086b,2
244c9793ea360003a6a63877be2d7c49,2
758abc79f666a398d3d3bde30eb9db2e,4
e98b389d622e68214eb092efe5ba8345,4
d2c964910e2e8295fc329dd57918986f,1
5fdca67311d04c9f5625d73a6bd4e825,4
63226114e772943ce7f8017d9f5d4b90,4
080b829ec59528590e76b57d25fdda55,1
85b2c32f16826bea58d82dfd39b6d3e2,0
e766ccca7358b76d085a6b526800e309,2
8e0b93677c13fa18872839b253c1b77d,2
08a8d48ec979f002383f336d988673ca,2
6a6a592dab4286783baf1ce2dbf2e8ff,3
beb4814f0ab05d6d6a16b2614b82dd04,2
3046035f348012fdba6f7c53c4faa16e,0
74d22c241baec436993abf1416138165,0
d92fc82bea7ec08b5d7bac547848abf3,4
733fcfe0b7b216c5e4e114305bb4b05c,1
c3c95b4f53fd0aed77316430bdc69f81,3
97072543ae9c3b84a7f9ae1cf3dee70c,2
11aa1f65c72d9154a065404e24215f00,2
b77a9076b560f05dec87198633e8e00b,1
005e66f06bce9c2e49142536caf2f6ee,3
99b76caa997ed99703923c07cc44a7bf,1
54ce318108d4c1b9a721ecf571400f1d,1
fcb2ed9c69ec97a285f6ed3a38ece987,2
0ec18b204bb91f36ae7367016df623ec,2
d1ebc07cf1375909d41a2021249820e5,3
954e9c58e7e2007d308584e35368996d,2
14d4d7374400dc55ce7cc8d184c9a4c7,0
7fb8cd030a3f7a8f3c5e75868f703acd,2
f8e31591718a4a1934728a9767c6459c,4
13676e50355c7661e2e2745ecbe2cb7a,0
cec3c34a4776cfc9e2b867b8c420fd53,1
a9eb78153559e7daa9eaee25cfd43680,3
6132aed76295829095a8ad229f995ced,0
7cd2df8fe3fe766914f311e7044ae747,4
94a91bf6dc832eda6a8f9fc70aae77bb,1
f157ea3c41b34368266d9f802814292a,1
8246fac2d2f17fad9bf28d3ad7d0f1cb,1
370d84e1455d9c56f0163c64c35b3189,2
5fefc2506c90deddd4bd9854b52895c9,2
ae6f1a04d5c4fc301a8084cb2c888166,3
f5d40a40e34f8a090f44cb6589c26900,3
968d10296da91899ea751f24e5d97465,2
6c12604ab836dc63afdce3867103865d,2
0e1bc26d651085dca788335c9f3b8dfc,2
02805e3e20ef629ffeeee1e68cf24ab0,4
84da53ac6f8828a494a0a8c52a6cd158,0
604cb4469dd3f8c69718d8e1dc99e6f8,3
990af1d0decc6204dcc351db5011d54f,0
644009d197e73a26659353807e116e84,4
febfd4b08450491c1cff519f9d051da2,1
0bf60b57d6fbd60feb3923848bdc720a,3
2f6d2360db534d012b0d7535f7bc4528,4
6fd638500e570165c9b725a00652c700,0
452eca104841c28098e3ea454f9626c5,4
34decd8752d355a11b8428eef2c3b614,3
a909701d8fa86ba27f313a84d5aa0d32,4
110c38159f8cc6780e2cd266baa332ef,4
c970573e9cb96664f92635e105212888,1
6a8d4ffb2841130c1817f5650b52d4cd,2
c47cd88262e0b75801a3aa1bc96aba0a,0
c7998028569a7754a0c07d3212ff1683,4
12017acb07785c016482bdf208ced93f,1
29e2cfb8a5b8b437876e531f8c5f753c,2
948e99d0e90585562815a1b73b96c5dd,0
ddab9ffecd82a6dae9f5758e13c65ed0,3
f1536f338e098d87b1164712aff106ba,3
38bfa0ce8a23812ec8e74371a85e0077,0
b2ed25818b60032cf273066b9ae43c0d,4
c06212919dd85bfa05a7d2e0a12a09c0,4
585673c1e2a7911db8386224726284ed,4
fa6a64b3a0c696072eb77fc03e2858df,2
e891d0d99672757464ee838a0794f424,2
98761fc7b42140e02f2bb550dfdacbcb,4
f6ba42262cffbab640e3da1e6c36a0e0,3
68ef1f45254c298cac176cabb6c0fe58,3
6959e859a5eeb9cd1a04266829bb4b47,3
bbfe245b1afa3fe05e45f380b6cbac8d,3
29eed8a71c8bee8fc007b0fe4edcc712,0
2130725064d39284b1bdcb57aa584dcf,1
78f6d025609979fc48e7b705561f21ef,4
63faf78b499e70ceb096c53a6caf31bc,3
6001e27f6577164029e34413c8c019ce,4
fb1336e0bc56fea6baea814470f3f4cf,4
d5c62bf59f3fdd7e8ae2280531e1bdfe,2
0a8b2cefacdad96c6005799832055629,3
9f3cb251707d9950d2f6a309fc1d8ae2,4
ceee1afde9b68b8b353407a7358aa48e,1
51c58c76e2907090db536a7734cfbabe,2
1de948cc0f1296a7351a00312f501f62,4
7e69ef88f9064f2df373d006968ca5a6,2
61a5c5faf9be923b525a4a57197a767a,1
b469e5dc0fe1674e4251027393658f1e,1
0f39f5898c4efb71453313f528f70c9d,1
5b4e570fb99964bf3c44ab052c3d19e1,3
567fdb50cb0f006c8cf5991b09f30c35,2
55dae64aaea4bd532b6889d0632517de,4
025a65c53cd655151b9ff1b9518aa27e,3
4d1dc70143798d122476599ffc3df68b,1
2659c8793ae036bf6e6b1d05a080329d,2
8fb59dad9900993009ec713ff08f7a56,3
82b8e31cf5bd59934af005c609d05e64,0
d1c85d62cfd6732c83b4eec70cbfeea4,3
1f8b382e4b53c5c4b4b7d58cf28850b9,3
58b1a38c3fdac76c56e664b82f85d35a,0
87f37025744c522347f79521cd465f7b,3
f8b3ec914967ad95c62ef0296964394b,3
d04a52ee5ed0a35c5741c7276eb0a063,4
5ef00d3ae104d72001ef09e9f16deec0,2
b0d8837a448cda944694a01d825bdab8,4
2bae80bd95f31d80a4e101ff44f4c0e8,1
1065338563d9c597516c2aa684329554,1
2985752de460036227f56e8cd0796f39,2
bbd340933e97ab8f6c9e25d4e8d1285f,0
3b537df59920e10d46f14627abcd3227,4
a0e3a20a3cbf77644e69b241910b994a,2
54f5546d5e8afe397e0180510148fb85,0
4b5ed09dd73806cd9fde2c5f7808f913,2
907fa28d598b4f24dd06a41956e97f43,0
646ad07bdb7b93beff7ba27a0376fea9,4
1fc2550b52a90b15a9b20484c012b6dc,2
7d86f5cdc00bc73a75b43d06ef14c106,2
ef55278e83dc8ce2b214880eb444d59d,3
2b744f7f47a4fbd91e26eba3f37df819,3
6e4122eef9edf14c7ba932cfb9321788,4
0f955260121c6c2f54e1301e8c738153,4
0b353bfc9df3fc5534511a8295e40046,2
83b8997aa1ebef2e386f3daf89226538,3
1075cff47acd7b66b405f2d186192ad9,3
af41a64b57d2f3244cab6f912383a6c1,4
5a6a02723433df0573332937e04c612e,4
89d67babd435cc76b1366455fd89044f,2
030d8b5c2f9562c574872ab99875aeca,4
36c8f9a16788be091884e5cd1688767f,1
8d0e5feb0e72d7d75c73d8d5df4810a7,0
7ac8dad154070e9759a7165d721045f9,4
c20a575ec424d136d14d1eb9a7c7be7c,3
caaf2645fd3ea43541dad8081e351689,1
3380c3e1993e6ab8c7d6910fb2cabc9f,3
ec27b4eb30828414d29c522e2a958756,0
5554bf43ed8256dff3a716d9811a7afb,1
38abe3550726a4a1f947fd0732ded83d,4
9fe39d85be93f02ef46c1863533f923d,4
47ebeac86bb4d9eb51f2cb5ce110a823,3
f7956aab178ff4c161a505b6a050579f,1
73c7d86b827a74891d0a2dbe904006a1,1
bb78a855048e4efc39c79882c6bd623b,2
6b1293bfb8877f750a8cf054e4e0a29e,0
97fa3c9dec8b6d00cbb330ab0722482c,0
da62ef30d40ae1efac695a8a73a45b7e,4
636498ce17020805892b1dd50e5eed64,2
0ab859bbba82de5373f3f2fa8e806e2d,2
99f60de23ae443fc267155050cf905eb,2
9de303f93e75b109e4db19922ed2eace,4
c306e9bf52ed33801003d17ae3f60d32,4
89cd386b165497663c49aa6f416d8dbd,1
5f537ae857febf9281dd301fd9ccb5f2,3
687caedb62d68fd4692af68d695efc1c,0
ff596d5292ab979e9ba7291d0743b3fb,2
7e424dff3f544c36ace6d9219aea34ef,1
cac4a6e019153f88b52ae2fba6b20cef,4
675b2df2b587c591750c51ba2db29a8c,4
d2c9f2abe87b5415c2eb611e9f84ef82,0
ce24af9d3fb0d05a754acfcc0ec1a700,2
c1816758539877326f9021819c223f72,4
c657214e550cdfd9ea235414fd63fe5e,1
c62385e0dbf6892862499ac723598afd,4
203c6d9817fc00d1b1fdcc6eae2118b4,4
6e320ef7485ec6c55962007956985821,4
bbc3af10b2b28e237b786efa802e226f,1
6d3e53acd6d2fe9e1aa15cc7207b45d6,3
fd2ad62fe51a4ab6f4786f116d7e5eaa,1
d375f524d50db8fcf857eadcb70ef5d1,2
fe8b4d94ce299ed485c900f05ae508d3,0
09a9f7497e6ba14eb0a12388ca17540d,1
6bcc536d2db29034ac0c8974df500981,1
7a42019fe50ed38d182095e380b9e038,2
8066a4948545b66f9ecdbe0b592dc9bf,0
02c2141567e50ff7d04069f70e9c9c5e,0
e0c460ff20fa20d6297079caea47b7f3,4
b30b0cebda476de77bec3bff2374cf68,1
4f8f6e4d549092291a273343351be5ba,0
d63d91554034819d23760849ff0c22d5,2
9c6d3c38a62063c543bd502409d69f12,2
b87d20bcf0c7492853ca6cd000e39666,0
b48da7b81527cb6b406f2187043d9626,3
6890c90884c340a88a661384550e6339,2
e73c4364239a175096d9538cd0aae117,2
297276e5cd02ffae7626e025bedfd9fa,3
4b223c776c0ddb0699d74f3334c1e5e6,1
a4da7781633022869ad9556be440172f,3
4e5805c117559a84553665683578f1be,4
ba57c9eb0628f28c35722f0ebef5b620,4
82dd91dc60d7a36257237f229df31b70,2
1b6ada2e6a396b9fc86ec1905b3c017d,4
ff1258923eff48a8b6882d1a06d4f0e0,1
6905286a3f8f3d33dfa27a738f2b7f67,4
1cca851fcb421dbabc8e6550257e8160,3
e2c1421a3794ba9dc1673c6509628485,1
01c816336959ee9d94b23b37b0f71f21,1
cc3d4d77585447466f27904725bd1d7b,4
a3bf6f7cc8d798b1a4516f91837e4cdd,1
e8290f572f0e2d4e85248dc375ed3b94,4
d7bd6d0c6842670b171b5592dcc1e9bd,1
3d996f4f37fbcafa4a98f6cc8205784f,1
384b08d948baac79a949e41d71929ecc,3
7d87113027d6155a406eb732e2355040,3
47d2d79be7e67f1ead3b0443e5901aaf,3
a8f2080a44dfee4946ac69a53e8ed0b1,4
06eda4a6faca84e84a781fee2d5f47e1,2
ffe9bcababc858e04840669e788065a1,3
ae4ad154b75bebccec42417cb00bb08a,1
8d0e1de534ee6589cbcc1af1ded62f7d,0
1d363430fe95e7bf857cd20b5759a9cb,2
fb85ad4fd2bc74adf94bd9cc36ee63da,4
60bf955e8135c580681a253469151ed6,3
0905d7115955cdd6f438a64bf5061902,2
92ac748f5a590d8cb9862869c56ce0fc,4
3ca86b49aa2b914b30f2dd25c0431b9c,3
232539a9ca7dcc82d7a5577e394305f3,3
074c3e01525681a275a42282cd21cbde,4
94f6b16d7289691642d1a611c4f1997f,2
